R_arrest_pct,one_shaft_pct,five_shafts_pct,battery_pct
8.446115288220551065e+01,6.438151927437641575e+01,9.209523809523808779e+01,3.999999999999998224e+00
8.458646616541352614e+01,6.457270408163266495e+01,9.214285714285715301e+01,3.999999999999998224e+00
8.471177944862155584e+01,6.476417233560091802e+01,9.219047619047617559e+01,3.999999999999998224e+00
8.483709273182957133e+01,6.495592403628118916e+01,9.223809523809525501e+01,3.999999999999998224e+00
8.496240601503760104e+01,6.514795918367347838e+01,9.228571428571427759e+01,3.999999999999998224e+00
8.508771929824561653e+01,6.534027777777777146e+01,9.233333333333334281e+01,3.999999999999998224e+00
8.521303258145363202e+01,6.553287981859409683e+01,9.238095238095237960e+01,3.999999999999998224e+00
8.533834586466164751e+01,6.572576530612245449e+01,9.242857142857144481e+01,3.999999999999998224e+00
8.546365914786967721e+01,6.591893424036281601e+01,9.247619047619046739e+01,3.999999999999998224e+00
8.558897243107769270e+01,6.611238662131519561e+01,9.252380952380953261e+01,3.999999999999998224e+00
8.571428571428570820e+01,6.630612244897959329e+01,9.257142857142855519e+01,3.999999999999998224e+00
